DIZIONARIO DEL CATALOGO HVAC
Di seguito l'elenco dei parametri tecnici tracciati nel database e il loro significato:

**Portata Massima**:
La Portata Massima indica la quantità di fluido refrigerante che il sistema è in grado di movimentare per unità di tempo, espressa solitamente in kg/h o ton/h. Questo parametro è cruciale per dimensionare correttamente l'impianto e garantire che possa soddisfare il carico termico richiesto. Una portata massima adeguata assicura un efficiente trasferimento di calore e il corretto funzionamento dei componenti.

**Pressione Operativa**:
La Pressione Operativa indica la pressione di esercizio a cui il sistema di refrigerazione o HVAC è progettato per funzionare in condizioni normali. È un valore critico per garantire l'efficienza, la sicurezza e la longevità dell'apparecchiatura, influenzando direttamente il ciclo termodinamico e la capacità di scambio termico. Il rispetto di questa pressione è fondamentale per evitare danni ai componenti e garantire prestazioni ottimali.

**Portata Aria Ripresa Max**:
La Portata Aria Ripresa Max indica la quantità massima di aria che l'unità è in grado di aspirare e ricircolare dall'ambiente da raffreddare o riscaldare. Questo valore è fondamentale per garantire un'adeguata ventilazione e il corretto funzionamento del sistema, influenzando l'efficienza energetica e il comfort termico. Una portata di ripresa adeguata assicura che l'aria viziata venga efficacemente sostituita o trattata, mantenendo la qualità dell'aria interna.

**Pressione Spinta Massima**:
La Pressione Spinta Massima indica la pressione massima che il compressore può erogare in fase di mandata, garantendo il corretto funzionamento del circuito frigorifero. Questo valore è cruciale per assicurare che il refrigerante raggiunga la temperatura e la pressione necessarie per il processo di scambio termico. Superare tale limite può causare danni permanenti al compressore e agli altri componenti del sistema.

**Aria esterna massima**:
L'aria esterna massima indica la quantità di aria proveniente dall'ambiente esterno che il sistema può immettere nell'ambiente interno. Questo parametro è fondamentale per garantire un adeguato ricambio d'aria e il controllo della qualità dell'aria interna. Un valore elevato può essere necessario per applicazioni che richiedono un elevato apporto di aria fresca o per la diluizione di inquinanti.

**Valore di temperatura minimo**:
Il Valore di Temperatura Minimo indica la temperatura più bassa che l'unità è in grado di raggiungere e mantenere in condizioni operative standard. Questo parametro è cruciale per garantire l'efficacia del processo di refrigerazione e la conservazione ottimale dei prodotti. Un valore più basso indica una maggiore capacità di raffreddamento dell'apparecchiatura.

**Capacita Massima Aria Esterna**:
La Capacità Massima Aria Esterna indica la quantità massima di aria fresca che il sistema può immettere nell'ambiente climatizzato, espressa solitamente in metri cubi all'ora (m³/h) o in percentuale rispetto alla portata d'aria totale. Questo parametro è fondamentale per garantire un adeguato ricambio d'aria, rispettando le normative igienico-sanitarie e migliorando la qualità dell'aria interna. Una corretta impostazione di questa capacità contribuisce al benessere degli occupanti e alla prevenzione di problemi legati alla stagnazione dell'aria.

**Capacita frigorifera aria esterna**:
La capacità frigorifera dell'aria esterna indica la quantità di calore che un sistema di refrigerazione è in grado di rimuovere dall'aria ambiente in condizioni operative specifiche, misurata solitamente in kW o BTU/h. Questo parametro è fondamentale per dimensionare correttamente l'unità in base al carico termico da trattare e alle condizioni climatiche esterne previste. Una maggiore capacità frigorifera permette di raffreddare più efficacemente ambienti con elevate temperature esterne o carichi termici significativi.

**Capacita di assorbimento aria esterna**:
La capacità di assorbimento aria esterna indica il volume di aria fresca che il sistema può immettere nell'ambiente climatizzato per garantire un ricambio d'aria adeguato. Questo parametro è fondamentale per il mantenimento della qualità dell'aria interna, la diluizione di inquinanti e la prevenzione di accumuli di umidità. Un valore appropriato assicura comfort e salubrità, rispettando le normative vigenti.

**EER compressori**:
L'EER (Energy Efficiency Ratio) dei compressori indica l'efficienza energetica del compressore in condizioni operative standard, misurando il rapporto tra la capacità frigorifera erogata e la potenza elettrica assorbita. Un valore EER più elevato significa che il compressore è in grado di produrre più freddo consumando meno energia, traducendosi in minori costi operativi. Questo parametro è fondamentale per valutare l'efficienza complessiva del sistema di refrigerazione.

**Potenza termica aria esterna**:
La potenza termica aria esterna indica la quantità di calore che il sistema deve gestire per raffreddare o riscaldare l'aria proveniente dall'ambiente esterno, tenendo conto della sua temperatura e umidità. Questo parametro è fondamentale per dimensionare correttamente le unità di trattamento aria e garantire il comfort interno in ogni condizione climatica. Una corretta valutazione della potenza termica dell'aria esterna permette di ottimizzare i consumi energetici e prevenire sovraccarichi o sottodimensionamenti dell'impianto.

**Potenza assorbita aria esterna**:
La potenza assorbita dall'aria esterna indica la quantità di energia elettrica consumata dal sistema per gestire l'aria proveniente dall'ambiente esterno. Questo parametro è fondamentale per valutare l'efficienza energetica del sistema, specialmente in applicazioni di ventilazione e trattamento dell'aria. Un valore più basso suggerisce un minor impatto sui costi operativi e un minore impatto ambientale.

**COP compressori**:
Il COP (Coefficient of Performance) dei compressori indica l'efficienza energetica del compressore, ovvero il rapporto tra la potenza frigorifera prodotta e la potenza elettrica assorbita. Un COP più elevato significa che il compressore utilizza meno energia per generare la stessa quantità di freddo, traducendosi in minori costi operativi. Questo parametro è fondamentale per valutare l'efficienza complessiva di un sistema di refrigerazione.

**Potenza aria calda esterna**:
La potenza aria calda esterna indica la capacità di un sistema di refrigerazione di dissipare calore nell'ambiente esterno quando la temperatura dell'aria esterna è elevata. Questo parametro è cruciale per garantire l'efficienza e la stabilità del sistema in condizioni climatiche estive o in ambienti con elevate temperature ambientali. Una maggiore potenza aria calda esterna permette al sistema di mantenere le prestazioni ottimali anche sotto carico termico intenso.

**Potenza assorbita aria esterna 5**:
La potenza assorbita dall'aria esterna si riferisce all'energia elettrica consumata dal sistema di ventilazione per movimentare un determinato volume d'aria esterna, misurato in metri cubi all'ora (m³/h). Questo parametro è cruciale per valutare l'efficienza energetica del sistema e i costi operativi associati al ricambio d'aria. Un valore più basso indica una maggiore efficienza nel movimentare l'aria esterna.

**COP compressori.1**:
Il COP (Coefficient of Performance) dei compressori indica l'efficienza energetica del compressore, ovvero il rapporto tra la potenza frigorifera prodotta e la potenza elettrica assorbita. Un COP più elevato significa che il compressore utilizza meno energia per generare la stessa quantità di freddo, traducendosi in minori costi operativi. Questo parametro è fondamentale per valutare l'efficienza complessiva di un sistema di refrigerazione.

**Potenza recuperata minima**:
La potenza recuperata minima indica la quantità minima di energia termica che un sistema è in grado di estrarre e riutilizzare da una sorgente, ottimizzando l'efficienza energetica complessiva. Questo valore è cruciale per valutare la capacità di recupero termico di un'unità, influenzando direttamente i risparmi energetici e la sostenibilità dell'impianto. Un valore elevato di potenza recuperata minima assicura un maggiore sfruttamento del calore di scarto, riducendo il fabbisogno energetico primario.

**Potenza frigorifera totale macchina**:
La potenza frigorifera totale macchina indica la capacità massima di raffreddamento che l'unità è in grado di erogare in condizioni operative standard. Questo valore, espresso solitamente in kW o BTU/h, è fondamentale per dimensionare correttamente l'impianto e garantire il raggiungimento delle temperature desiderate. Rappresenta la quantità di calore che la macchina può rimuovere dall'ambiente in un'unità di tempo.

**EER minimo**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 14.085601041s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash-lite', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '14s'}]}}]

**Recupero Termico Minimo**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 40.61047387s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '40s'}]}}]

**Potenza termica totale macchina7**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 7.043404462s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash-lite', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '7s'}]}}]

**COP minimo sistema riferito ai soli compressori7**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 32.546265365s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}]

**Recupero Termico**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 58.618712279s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '58s'}]}}]

**Potenza termica totale macchina**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 24.779664855s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '24s'}]}}]

**COP minimo**:
[Errore di connessione a Gemini: Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash-lite\nPlease retry in 50.79492904s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash-lite'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '50s'}]}}]

**Efficienza stagionale in raffreddamento 9**:
